cv_3_pred_class,cv_3_prob_0,cv_3_prob_1,cv_3_prob_2,cv_3_prob_3,target_class,smiles,exact_toxicity,Formulation,Helper_lipid_ID,Comment,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,split_name_for_normalization,toxicity_class,class_0,class_1,class_2,class_3,Prediction_split_name
1,0.16782792,0.72658134,0.059709534,0.04588123,1,N(CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C))(CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C))CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C),86.7816092,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2748",6A3-Far,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,1,0.0,1.0,0.0,0.0,Lee_unsat
0,0.90588504,0.0470701,0.025479827,0.02156503,0,N(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCCN(C)C,107.0881226,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2709",2A9V-SC8,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
0,0.86023206,0.099917695,0.017833356,0.022016846,0,CCCC1CCC(c2ccc(C#CCN(CC#Cc3ccc(C4CCC(CCC)CC4)cc3)CCN3CCCCC3)cc2)CC1,97.85,Han_a3,DOPE,,C17-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.9503583,0.025937269,0.00944728,0.014257147,0,CCCCCC(C)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(C)CCCCC)c1,97.62666666666668,Lxue,DOPE,Tox,7-a2-9b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.7018978,0.23729612,0.034725044,0.026081005,0,CCCCCCc1ccc(C#CCN(C)CCCN(C)CCCN(C)CC#Cc2ccc(CCCCCC)cc2)cc1,95.6,Han_a3,DOPE,,B22-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.503877,0.41910055,0.035896022,0.041126456,0,N(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)CCCN1CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C))CC1,96.9348659,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2718",4A1-Ne,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
1,0.31121087,0.6198108,0.03318899,0.035789333,0,N(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)CCCN1CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C)(CCC(=O)OCCOC(=O)C(C)CSCCCCC=C))CC1,94.44444444,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2774",4A1-5,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
0,0.87785274,0.07505167,0.020129146,0.02696641,0,CCCCCCCCCOC(=O)CCSCCCC(=N)NCCCN(CCCCN(CCCNC(=N)CCCSCCC(=O)OCCCCCCCCC)CCCNC(=N)CCCSCCC(=O)OCCCCCCCCC)CCCNC(=N)CCCSCCC(=O)OCCCCCCCCC,96.0,Han_amidine,DOPE,Computed with aid lipid molwt as 865,25T-O9,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0,1.0,0.0,0.0,0.0,Han_amidine
0,0.7346082,0.21714763,0.023219721,0.025024526,0,OCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC),104.789272,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2752",3A4-SC6,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
0,0.6727658,0.2705288,0.027830716,0.028874759,1,CCCCCCCCCCCCOC(=O)CCSCCCC(=N)NCCCCCCCCCC,87.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,1T-O12,Han_amidine,mRNA,HepG2,1.0,Han_amidine,1,0.0,1.0,0.0,0.0,Han_amidine
1,0.04276463,0.5119766,0.0420317,0.4032271,1,CCCCCCCCCCCCC(O)CN(CCCCC(NC(C)=O)C(N)=O)CC(O)CCCCCCCCCCCC,89.21568627,Lin_peptide,DSPC,,e14-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,1,0.0,1.0,0.0,0.0,Lin_peptide
0,0.91851103,0.04890577,0.019470308,0.013112901,0,CCCCCCCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCCCCCC)c1,98.03666666666668,Lxue,DOPE,Tox,6-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.80914503,0.14033042,0.025306867,0.025217678,0,CCCCCCCCCCNC(=N)CCCSCCC(=O)OCCCCCCCCC,98.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,1T-O9,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0,1.0,0.0,0.0,0.0,Han_amidine
0,0.529777,0.41093814,0.03310688,0.02617801,0,N(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)CCCN(C)CCCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC),106.51341,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2761",4A3-2T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
0,0.8649106,0.097554505,0.018212195,0.019322673,0,CCCCCCCCCOC(=O)CCSCCCC(=N)NCCNCCN1CCN(CCNC(=N)CCCSCCC(=O)OCCCCCCCCC)CC1,97.5,Han_amidine,DOPE,Computed with aid lipid molwt as 865,24T-O9,Han_amidine,mRNA,HepG2,1.0,Han_amidine,0,1.0,0.0,0.0,0.0,Han_amidine
0,0.95154136,0.030280223,0.0086357035,0.009542677,0,CCCCC(C)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(C)CCC)c1,93.53666666666668,Lxue,DOPE,Tox,7-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.8885304,0.06684143,0.02014387,0.024484335,0,CCCCc1ccc(C#CCN(CC)CCN(CC)CC#Cc2ccc(CCCC)cc2)cc1,91.3,Han_a3,DOPE,,A21-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.95888776,0.022735927,0.010122136,0.008254225,0,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN(C)CCCN)cc(OC(=O)CCC(CC)CCCC)c1,99.49333333333334,Lxue,DOPE,Tox,2-a2-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.8495289,0.09858741,0.024282219,0.027601464,0,CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN2CCN(C)CC2)cc1,95.1,Han_a3,DOPE,,A18-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.950744,0.031042773,0.008429971,0.009783237,0,CCCCC(C)CCC(=O)Oc1cc(CNCCN(CCN)CCN)cc(OC(=O)CCC(C)CCC)c1,98.88333333333333,Lxue,DOPE,Tox,12-a2-8b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.9101782,0.060045622,0.016642125,0.01313406,0,CCCCCCC(=O)Oc1cc(CNCCN(C)CCN)cc(OC(=O)CCCCCC)c1,100.64,Lxue,DOPE,Tox,1-a2-6,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.90228796,0.0713514,0.012767859,0.013592772,0,CCCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCN)CC2)cc(OC(=O)CCCCCCCC)c1,101.62,Lxue,DOPE,Tox,3-a2-8,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.9210102,0.049280576,0.014438968,0.015270243,0,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCCN2CCN(C)CC2)c(OC(=O)CCC(CC)CCCC)c1,98.30333333333331,Lxue,DOPE,Tox,10-a3-9b2,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.81499314,0.10636595,0.05296706,0.025673797,0,[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(C(C)C)CCN(CCN(C(C)C)CCC(=O)OCCCCCCCCCC)CCN(C(C)C)CCC(=O)OCCCCCCCCCC,106.0419236,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac10,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0,1.0,0.0,0.0,0.0,Miller_Zwitter
1,0.057397585,0.6745317,0.042966213,0.22510451,1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC(NC(C)=O)C(N)=O,87.25490196,Lin_peptide,DSPC,,a12orn-1,Lin_peptide,mRNA,MDA_MB,1.0,Lin_peptide,1,0.0,1.0,0.0,0.0,Lin_peptide
1,0.41319862,0.53448826,0.026994102,0.025318999,0,N(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)CCCN1CCN(CCCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC)(CCC(=O)OCCOC(=O)C(C)CSC/C=C/CCC))CC1,106.51341,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2760",4A1-2T,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
3,0.08194045,0.051098567,0.029529143,0.8374318,3,CCCCCCCCCCCCC(O)N(C(O)CCCCCCCCCCCC)C1CC(N(C(O)CCCCCCCCCCCC)C(O)CCCCCCCCCCCC)C(O)C(O)C1O,18.30601093,zhang,DSPC,,ST-C12,Zhang_Aminoglycoside,siRNA,HeLa,1.0,Zhang_Aminoglycoside,3,0.0,0.0,0.0,1.0,Zhang_Aminoglycoside
0,0.8132884,0.09541039,0.05230361,0.038997598,0,CCCCCCC(O)CN(C)C1CC(N(CC(O)CCCCCC)CC(O)CCCCCC)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(CO)N(CC(O)CCCCCC)CC(O)CCCCCC)C(O)C(O)C4O)C1O,112.6038781,xyu,DOPE,,HG-EP8,Yu_Aminoglycoside,mRNA,IGROV1,1.0,Yu_Aminoglycoside,0,1.0,0.0,0.0,0.0,Yu_Aminoglycoside
1,0.39741907,0.5065486,0.05251892,0.043513447,0,N(CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C))(CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C))CCN(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C)(CCC(=O)OCCOC(=O)C(C)CSC/C=C(C)\CCC=C(C)C),92.72030651,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2720",6A3-Ne,Lee_unsat,mRNA,IGROV1,1.0,Lee_unsat,0,1.0,0.0,0.0,0.0,Lee_unsat
0,0.80240774,0.15465875,0.01943513,0.023498373,0,CCCC1CCC(c2ccc(C#CCN(CC#Cc3ccc(C4CCC(CCC)CC4)cc3)CCN3CCN(C)CC3)cc2)CC1,97.65,Han_a3,DOPE,,C18-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.9003457,0.06988245,0.01340486,0.016367055,0,CCCC1CCC(c2ccc(C#CCN(CC)CCN(CC)CC#Cc3ccc(C4CCC(CCC)CC4)cc3)cc2)CC1,94.55,Han_a3,DOPE,,C21-2,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.95027936,0.021505015,0.013418491,0.014797155,0,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN(C)C)c(OC(=O)C(C)CCCCC)c1,101.87,Lxue,DOPE,Tox,5-a3-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.92309505,0.052384373,0.01186629,0.012654316,0,CCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCC)c1,97.19333333333331,Lxue,DOPE,Tox,7-a2-7,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.84210753,0.11832027,0.01731563,0.022256592,0,CCCC1CCC(c2ccc(C#CCN(CC#Cc3ccc(C4CCC(CCC)CC4)cc3)CCOCCOCCN(CC#Cc3ccc(C4CCC(CCC)CC4)cc3)CC#Cc3ccc(C4CCC(CCC)CC4)cc3)cc2)CC1,92.85,Han_a3,DOPE,,C26-4,Han_a3,mRNA,HepG2,1.0,Han_a3,0,1.0,0.0,0.0,0.0,Han_a3
0,0.9341071,0.032033633,0.010831524,0.023027707,0,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN2CCN(C)CC2)c(OC(=O)C(C)CCCCC)c1,99.41,Lxue,DOPE,Tox,9-a3-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,Xue_CAD_LNP,0,1.0,0.0,0.0,0.0,Xue_CAD_LNP
0,0.58326995,0.253989,0.062919304,0.09982175,0,[O-]S(=O)(=O)CCC[N+](C)(C)CCNC(=O)CCN(CC(O)CCCCCCCC)CCCN5CCN(CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC5,107.1516646,ZAL_form,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep10,Miller_Zwitter,siRNA,HeLa,1.0,Miller_Zwitter,0,1.0,0.0,0.0,0.0,Miller_Zwitter
